match_id,dc_p_loss,dc_p_draw,dc_p_win,dc_lam_h,dc_lam_a
34661,0.19112557041005657,0.270626299944609,0.5382481296453343,1.4875346413799597,0.7734396006376916
34662,0.10488616242995266,0.18954383064910293,0.7055700069209445,2.139663412311113,0.6925687920808538
34663,0.23329048423669452,0.26441216237768345,0.5022973533856221,1.5328199326360337,0.960953345509621
34664,0.4088391384482554,0.3550410646065889,0.2361197969451557,0.6465385074155413,0.9495450695381917
34665,0.5163450836570705,0.24867590497058073,0.23497901137234883,1.058753163544263,1.6833744746720212
34666,0.28964493034275307,0.27297451436879383,0.4373805552884531,1.41109735305476,1.0992684175965035
34667,0.4270110515948401,0.25609955283460806,0.3168893955705519,1.2935154008571155,1.5381218915540185
34668,0.02131189604428524,0.09258479896347928,0.8861033049922354,2.8141816348078392,0.2971088909016252
34669,0.3007240936732255,0.313168743467597,0.38610716285917746,1.092677549759159,0.9287325506334583
34670,0.43577740011791444,0.29491698061512045,0.2693056192669651,0.9277062378144653,1.2592765167185587
34671,0.0968622936213484,0.1973662106239986,0.705771495754653,2.0158852388586928,0.5988283123059627
34672,0.6791138726048844,0.17217118206048085,0.14871494533463486,1.1749775596795895,2.60887639769778
34673,0.5561831779932114,0.2642661857567039,0.17955063625008463,0.7533799349099969,1.5357731764707339
34674,0.31609633069697257,0.3464285366516424,0.33747513265138485,0.8771650065185578,0.8387819304459844
34675,0.08437854025030303,0.1901558841066667,0.7254655756430302,2.0420877752413524,0.54190190624713
34676,0.2465480963771406,0.26293377701202264,0.49051812661083677,1.5401063566895103,1.0170839758482468
34677,0.568698129172616,0.22597656063333746,0.20532531019404665,1.0782912777563691,1.928861527269241
34678,0.14488208864125146,0.21636683582628077,0.6387510755324679,1.949925938790773,0.8091667075105782
34679,0.33351512757210094,0.3420448106406775,0.3244400617872215,0.8688655736849181,0.8852996011222252
34680,0.3497866941318272,0.2747591141967585,0.37545419167141436,1.2994573610060303,1.2451830415124547
34681,0.7580826475461624,0.16793777503874874,0.0739795774150887,0.5567407906790501,2.249391654158529
34682,0.13669420424437537,0.23706520848776513,0.6262405872678595,1.727889218227899,0.6679942992403612
34683,0.050516367853497335,0.11839827036262769,0.8310853617838749,2.82501582060864,0.5885958984147992
34684,0.04535951461161277,0.14602759528144663,0.8086128901069405,2.3111495213650035,0.38677453160159203
34685,0.41487003189311317,0.34691916264313555,0.23821080546375123,0.67134119140873,0.9858708286714624
34686,0.27653154976081107,0.29322892825454744,0.43023952198464144,1.2632062342483756,0.9554284674994723
34687,0.061566830999615726,0.15074823237786825,0.787684936622516,2.3915965828379933,0.5255503022597384
34688,0.4526667968264669,0.30107822383065386,0.24625497934287927,0.8365926363282825,1.239987274615678
34689,0.022819385330598057,0.11562809862727869,0.8615525160421234,2.4598719615282465,0.2407966810351699
34690,0.3528390794184345,0.2767948558272732,0.37036606475429246,1.27530544061292,1.238443007136958
34691,0.5393321110816893,0.2238009362676706,0.23686695265064012,1.2507879373249755,1.975296065605661
34692,0.07437835265358737,0.18814698874401425,0.7374746586023985,2.0172684817926183,0.47823902112668837
34693,0.09913974717881047,0.15953943177843985,0.7413208210427498,2.547837555593171,0.8381779435949149
34694,0.2740427958541791,0.2705346666817795,0.4554225374640412,1.4499630618759343,1.065922485720462
34695,0.36816275232113804,0.28576472359016986,0.34607252408869216,1.1673170873372176,1.2126952362535328
34696,0.28406355590259585,0.25943211854916487,0.4565043255482393,1.5445347405476246,1.1674313379903407
34697,0.38298034941206505,0.24801660122510374,0.36900304936283124,1.5014522410387023,1.533397651448352
34698,0.025424820699772713,0.07195394358170955,0.9026212357185177,3.482529212903049,0.5225221556521664
34699,0.1765526572854806,0.19063883974232732,0.6328085029721922,2.383057491051782,1.2032979212491388
34700,0.38298034941206505,0.24801660122510374,0.36900304936283124,1.5014522410387023,1.533397651448352
34701,0.7578439873778857,0.16681121832517593,0.0753447942969385,0.5738724059260047,2.27315786226935
34702,0.33306647017338536,0.20861089056656099,0.4583226392600537,2.169820894695496,1.8434796069957666
34703,0.020540065281020328,0.06745177090099948,0.9120081638179804,3.447498932407221,0.4394692906794094
34704,0.21665782342968382,0.194540294661002,0.5888018819093143,2.4072719067734245,1.4307025246993665
34705,0.11939066741574814,0.19071201113968303,0.689897321444569,2.1848807862253286,0.7915125199867024
34706,0.2558699839273364,0.3436224401183931,0.40050757595427044,0.9811959319369313,0.7214036717500363
34707,0.7112869230160304,0.18711720872416698,0.10159586825980259,0.6811437104421405,2.155395357784911
34708,0.3885606168546042,0.22287876629079179,0.3885606168546042,1.8249363001709065,1.8249363001709065
34709,0.7112869230160304,0.18711720872416698,0.10159586825980259,0.6811437104421405,2.155395357784911
34710,0.16794481705130757,0.35694173501194304,0.47511344793674953,1.0031755064121934,0.4741476988172357
34711,0.61924914603219,0.2628125167057728,0.11793833726203734,0.49840132364004924,1.504584248728102
34712,0.3313711721249431,0.25359468275383495,0.41503414512122194,1.542490411371588,1.354939481278365
34713,0.3313711721249431,0.25359468275383495,0.41503414512122194,1.542490411371588,1.354939481278365
34714,0.15137009571693133,0.3102846297996536,0.538345274483415,1.2323854726890089,0.5137737340197615
34715,0.1971080869589767,0.27436742152038573,0.5285244915206374,1.4584968049050484,0.7809738767761408
34716,0.6128020500521263,0.28677411120596524,0.10042383874190842,0.37802497092444703,1.3459065338764267
34717,0.32801668870009854,0.3335788734476746,0.33840443785222685,0.9247487688769157,0.9056166517471473
34718,0.018705390137832192,0.05540276171713256,0.9258918481450353,3.8508946208340293,0.5190942295263966
34719,0.01407935312117774,0.059120097046954194,0.9268005498318681,3.446888936560503,0.3320071243055088
34720,0.28289914048598486,0.2609300197462033,0.4561708397678119,1.5309091652790587,1.1536614246276355
